;id_institucion;nom_institucion;nom_institucion_html;id_carrera;nombre_carrera;nombre_carrera_HTML;nombre_carrera_no_tilde;ORM_laravel
1;22;Centro de Formación Técnica Alpes;"Centro de Formaci&oacute;n T&eacute;cnica Alpes";160;Técnico en Fotografía;"T&eacute;cnico en Fotograf&iacute;a";Tecnico en Fotografia;"                =""$idInstitucion = \DB::table('institucions')->insertGetId(array("""
2;23;Centro de Formación Técnica Andrés Bello;"Centro de Formaci&oacute;n T&eacute;cnica Andr&eacute;s Bello";130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;"                    'nombre_institucion'    => ""&""'""&Ingeniería en Computación e Informática',"
3;23;Centro de Formación Técnica Andrés Bello;"Centro de Formaci&oacute;n T&eacute;cnica Andr&eacute;s Bello";143;Técnico en Computación e Informática;"T&eacute;cnico en Computaci&oacute;n e Inform&aacute;tica";Tecnico en Computacion e Informatica;"                    'nombre_institucion_html'    => 'Ingenier&iacute;a en Computaci&oacute;n e Inform&aacute;tica',"
4;23;Centro de Formación Técnica Andrés Bello;"Centro de Formaci&oacute;n T&eacute;cnica Andr&eacute;s Bello";145;Técnico en Construcción y Obras Civiles;"T&eacute;cnico en Construcci&oacute;n y Obras Civiles";Tecnico en Construccion y Obras Civiles;                    'nombre_institucion_no_tilde'    => 'Ingenieria en Computacion e Informatica',
5;23;Centro de Formación Técnica Andrés Bello;"Centro de Formaci&oacute;n T&eacute;cnica Andr&eacute;s Bello";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;"                ));"
6;23;Centro de Formación Técnica Andrés Bello;"Centro de Formaci&oacute;n T&eacute;cnica Andr&eacute;s Bello";177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
7;23;Centro de Formación Técnica Andrés Bello;"Centro de Formaci&oacute;n T&eacute;cnica Andr&eacute;s Bello";187;Técnico en Servicio Social;"T&eacute;cnico en Servicio Social";Tecnico en Servicio Social;
8;23;Centro de Formación Técnica Andrés Bello;"Centro de Formaci&oacute;n T&eacute;cnica Andr&eacute;s Bello";196;Técnico Jurídico;"T&eacute;cnico Jur&iacute;dico";Tecnico Juridico;
9;24;Centro de Formación Técnica Barros Arana;"Centro de Formaci&oacute;n T&eacute;cnica Barros Arana";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
10;25;Centro de Formación Técnica Cámara de Comercio de Santiago;"Centro de Formaci&oacute;n T&eacute;cnica C&aacute;mara de Comercio de Santiago";130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
11;25;Centro de Formación Técnica Cámara de Comercio de Santiago;"Centro de Formaci&oacute;n T&eacute;cnica C&aacute;mara de Comercio de Santiago";131;Técnico en Administración de Recursos Humanos y Personal;"T&eacute;cnico en Administraci&oacute;n de Recursos Humanos y Personal";Tecnico en Administracion de Recursos Humanos y Personal;
12;25;Centro de Formación Técnica Cámara de Comercio de Santiago;"Centro de Formaci&oacute;n T&eacute;cnica C&aacute;mara de Comercio de Santiago";134;Técnico en Administración Financiera y Finanzas;"T&eacute;cnico en Administraci&oacute;n Financiera y Finanzas";Tecnico en Administracion Financiera y Finanzas;
13;25;Centro de Formación Técnica Cámara de Comercio de Santiago;"Centro de Formaci&oacute;n T&eacute;cnica C&aacute;mara de Comercio de Santiago";142;Técnico en Comercio Exterior;"T&eacute;cnico en Comercio Exterior";Tecnico en Comercio Exterior;
14;25;Centro de Formación Técnica Cámara de Comercio de Santiago;"Centro de Formaci&oacute;n T&eacute;cnica C&aacute;mara de Comercio de Santiago";147;Técnico en Contabilidad General;"T&eacute;cnico en Contabilidad General";Tecnico en Contabilidad General;
15;25;Centro de Formación Técnica Cámara de Comercio de Santiago;"Centro de Formaci&oacute;n T&eacute;cnica C&aacute;mara de Comercio de Santiago";167;Técnico en Logística;"T&eacute;cnico en Log&iacute;stica";Tecnico en Logistica;
16;26;Centro de Formación Técnica CEDUC - UCN;"Centro de Formaci&oacute;n T&eacute;cnica CEDUC - UCN";155;Técnico en Electricidad y Electricidad Industrial;"T&eacute;cnico en Electricidad y Electricidad Industrial";Tecnico en Electricidad y Electricidad Industrial;
17;26;Centro de Formación Técnica CEDUC - UCN;"Centro de Formaci&oacute;n T&eacute;cnica CEDUC - UCN";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
18;26;Centro de Formación Técnica CEDUC - UCN;"Centro de Formaci&oacute;n T&eacute;cnica CEDUC - UCN";162;Técnico en Geominería;"T&eacute;cnico en Geominer&iacute;a";Tecnico en Geomineria;
19;26;Centro de Formación Técnica CEDUC - UCN;"Centro de Formaci&oacute;n T&eacute;cnica CEDUC - UCN";165;Técnico en Instrumentación, Automatización y Control Industrial;"T&eacute;cnico en Instrumentaci&oacute;n, Automatizaci&oacute;n y Control Industrial";Tecnico en Instrumentacion, Automatizacion y Control Industrial;
20;26;Centro de Formación Técnica CEDUC - UCN;"Centro de Formaci&oacute;n T&eacute;cnica CEDUC - UCN";168;Técnico en Mantenimiento Industrial;"T&eacute;cnico en Mantenimiento Industrial";Tecnico en Mantenimiento Industrial;
21;26;Centro de Formación Técnica CEDUC - UCN;"Centro de Formaci&oacute;n T&eacute;cnica CEDUC - UCN";172;Técnico en Mecánica Industrial;"T&eacute;cnico en Mec&aacute;nica Industrial";Tecnico en Mecanica Industrial;
22;26;Centro de Formación Técnica CEDUC - UCN;"Centro de Formaci&oacute;n T&eacute;cnica CEDUC - UCN";177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
23;27;Centro de Formación Técnica CEITEC;"Centro de Formaci&oacute;n T&eacute;cnica CEITEC";177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
24;28;Centro de Formación Técnica CENCO;"Centro de Formaci&oacute;n T&eacute;cnica CENCO";130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
25;28;Centro de Formación Técnica CENCO;"Centro de Formaci&oacute;n T&eacute;cnica CENCO";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
26;28;Centro de Formación Técnica CENCO;"Centro de Formaci&oacute;n T&eacute;cnica CENCO";173;Técnico en Minería y Metalurgia;"T&eacute;cnico en Miner&iacute;a y Metalurgia";Tecnico en Mineria y Metalurgia;
27;212;Centro de Formación Técnica CEPONAL;"Centro de Formaci&oacute;n T&eacute;cnica CEPONAL";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
28;213;Centro de Formación Técnica CRECIC;"Centro de Formaci&oacute;n T&eacute;cnica CRECIC";126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
29;213;Centro de Formación Técnica CRECIC;"Centro de Formaci&oacute;n T&eacute;cnica CRECIC";130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
30;214;Centro de Formación Técnica CROWNLIET;"Centro de Formaci&oacute;n T&eacute;cnica CROWNLIET";124;Técnico Agente o Visitador Médico;"T&eacute;cnico Agente o Visitador M&eacute;dico";Tecnico Agente o Visitador Medico;
31;215;Centro de Formación Técnica de ENAC;"Centro de Formaci&oacute;n T&eacute;cnica de ENAC";126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
32;215;Centro de Formación Técnica de ENAC;"Centro de Formaci&oacute;n T&eacute;cnica de ENAC";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
33;215;Centro de Formación Técnica de ENAC;"Centro de Formaci&oacute;n T&eacute;cnica de ENAC";166;Técnico en Laboratorio Clínico;"T&eacute;cnico en Laboratorio Cl&iacute;nico";Tecnico en Laboratorio Clinico;
34;215;Centro de Formación Técnica de ENAC;"Centro de Formaci&oacute;n T&eacute;cnica de ENAC";184;Técnico en Radiología y Radioterapia;"T&eacute;cnico en Radiolog&iacute;a y Radioterapia";Tecnico en Radiologia y Radioterapia;
35;215;Centro de Formación Técnica de ENAC;"Centro de Formaci&oacute;n T&eacute;cnica de ENAC";187;Técnico en Servicio Social;"T&eacute;cnico en Servicio Social";Tecnico en Servicio Social;
36;217;Centro de Formación Técnica de Tarapacá;"Centro de Formaci&oacute;n T&eacute;cnica de Tarapac&aacute;";126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
37;217;Centro de Formación Técnica de Tarapacá;"Centro de Formaci&oacute;n T&eacute;cnica de Tarapac&aacute;";135;Técnico en Administración Pública o Municipal;"T&eacute;cnico en Administraci&oacute;n P&uacute;blica o Municipal";Tecnico en Administracion Publica o Municipal;
38;217;Centro de Formación Técnica de Tarapacá;"Centro de Formaci&oacute;n T&eacute;cnica de Tarapac&aacute;";196;Técnico Jurídico;"T&eacute;cnico Jur&iacute;dico";Tecnico Juridico;
39;218;Centro de Formación Técnica del Medio Ambiente;"Centro de Formaci&oacute;n T&eacute;cnica del Medio Ambiente";177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
40;218;Centro de Formación Técnica del Medio Ambiente;"Centro de Formaci&oacute;n T&eacute;cnica del Medio Ambiente";191;Técnico en Terapias Naturales y Naturopatía;"T&eacute;cnico en Terapias Naturales y Naturopat&iacute;a";Tecnico en Terapias Naturales y Naturopatia;
41;218;Centro de Formación Técnica del Medio Ambiente;"Centro de Formaci&oacute;n T&eacute;cnica del Medio Ambiente";198;Técnico Veterinario;"T&eacute;cnico Veterinario";Tecnico Veterinario;
42;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";122;Secretariado Ejecutivo;Secretariado Ejecutivo;Secretariado Ejecutivo;
43;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
44;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";131;Técnico en Administración de Recursos Humanos y Personal;"T&eacute;cnico en Administraci&oacute;n de Recursos Humanos y Personal";Tecnico en Administracion de Recursos Humanos y Personal;
45;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";132;Técnico en Administración de Redes y Soporte;"T&eacute;cnico en Administraci&oacute;n de Redes y Soporte";Tecnico en Administracion de Redes y Soporte;
46;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";134;Técnico en Administración Financiera y Finanzas;"T&eacute;cnico en Administraci&oacute;n Financiera y Finanzas";Tecnico en Administracion Financiera y Finanzas;
47;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";138;Técnico en Análisis de Sistemas;"T&eacute;cnico en An&aacute;lisis de Sistemas";Tecnico en Analisis de Sistemas;
48;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";142;Técnico en Comercio Exterior;"T&eacute;cnico en Comercio Exterior";Tecnico en Comercio Exterior;
49;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";148;Técnico en Contabilidad Tributaria;"T&eacute;cnico en Contabilidad Tributaria";Tecnico en Contabilidad Tributaria;
50;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";161;Técnico en Gastronomía y Cocina;"T&eacute;cnico en Gastronom&iacute;a y Cocina";Tecnico en Gastronomia y Cocina;
51;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";167;Técnico en Logística;"T&eacute;cnico en Log&iacute;stica";Tecnico en Logistica;
52;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";194;Técnico en Turismo y Hotelería;"T&eacute;cnico en Turismo y Hoteler&iacute;a";Tecnico en Turismo y Hoteleria;
53;219;Centro de Formación Técnica DUOC UC;"Centro de Formaci&oacute;n T&eacute;cnica DUOC UC";196;Técnico Jurídico;"T&eacute;cnico Jur&iacute;dico";Tecnico Juridico;
54;220;Centro de Formación Técnica EDUCAP;"Centro de Formaci&oacute;n T&eacute;cnica EDUCAP";126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
55;220;Centro de Formación Técnica EDUCAP;"Centro de Formaci&oacute;n T&eacute;cnica EDUCAP";148;Técnico en Contabilidad Tributaria;"T&eacute;cnico en Contabilidad Tributaria";Tecnico en Contabilidad Tributaria;
56;224;Centro de Formación Técnica Escuela Superior de Administración de Negocios del Norte - ESANE DEL NORTE;"Centro de Formaci&oacute;n T&eacute;cnica Escuela Superior de Administraci&oacute;n de Negocios del Norte - ESANE DEL NORTE";177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
57;227;Centro de Formación Técnica FONTANAR;"Centro de Formaci&oacute;n T&eacute;cnica FONTANAR";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
58;227;Centro de Formación Técnica FONTANAR;"Centro de Formaci&oacute;n T&eacute;cnica FONTANAR";194;Técnico en Turismo y Hotelería;"T&eacute;cnico en Turismo y Hoteler&iacute;a";Tecnico en Turismo y Hoteleria;
59;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";122;Secretariado Ejecutivo;Secretariado Ejecutivo;Secretariado Ejecutivo;
60;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
61;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";128;Técnico Dental y Asistente de Odontología;"T&eacute;cnico Dental y Asistente de Odontolog&iacute;a";Tecnico Dental y Asistente de Odontologia;
62;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
63;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";132;Técnico en Administración de Redes y Soporte;"T&eacute;cnico en Administraci&oacute;n de Redes y Soporte";Tecnico en Administracion de Redes y Soporte;
64;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";147;Técnico en Contabilidad General;"T&eacute;cnico en Contabilidad General";Tecnico en Contabilidad General;
65;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
66;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";161;Técnico en Gastronomía y Cocina;"T&eacute;cnico en Gastronom&iacute;a y Cocina";Tecnico en Gastronomia y Cocina;
67;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";169;Técnico en Masoterapia;"T&eacute;cnico en Masoterapia";Tecnico en Masoterapia;
68;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";171;Técnico en Mecánica Automotriz;"T&eacute;cnico en Mec&aacute;nica Automotriz";Tecnico en Mecanica Automotriz;
69;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
70;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";190;Técnico en Telecomunicaciones;"T&eacute;cnico en Telecomunicaciones";Tecnico en Telecomunicaciones;
71;228;Centro de Formación Técnica ICEL;"Centro de Formaci&oacute;n T&eacute;cnica ICEL";196;Técnico Jurídico;"T&eacute;cnico Jur&iacute;dico";Tecnico Juridico;
72;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";125;Técnico Agropecuario;"T&eacute;cnico Agropecuario";Tecnico Agropecuario;
73;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
74;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";128;Técnico Dental y Asistente de Odontología;"T&eacute;cnico Dental y Asistente de Odontolog&iacute;a";Tecnico Dental y Asistente de Odontologia;
75;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
76;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";132;Técnico en Administración de Redes y Soporte;"T&eacute;cnico en Administraci&oacute;n de Redes y Soporte";Tecnico en Administracion de Redes y Soporte;
77;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";136;Técnico en Alimentos;"T&eacute;cnico en Alimentos";Tecnico en Alimentos;
78;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";138;Técnico en Análisis de Sistemas;"T&eacute;cnico en An&aacute;lisis de Sistemas";Tecnico en Analisis de Sistemas;
79;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";141;Técnico en Biotecnología Industrial;"T&eacute;cnico en Biotecnolog&iacute;a Industrial";Tecnico en Biotecnologia Industrial;
80;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";142;Técnico en Comercio Exterior;"T&eacute;cnico en Comercio Exterior";Tecnico en Comercio Exterior;
81;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";143;Técnico en Computación e Informática;"T&eacute;cnico en Computaci&oacute;n e Inform&aacute;tica";Tecnico en Computacion e Informatica;
82;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";145;Técnico en Construcción y Obras Civiles;"T&eacute;cnico en Construcci&oacute;n y Obras Civiles";Tecnico en Construccion y Obras Civiles;
83;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";147;Técnico en Contabilidad General;"T&eacute;cnico en Contabilidad General";Tecnico en Contabilidad General;
84;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";149;Técnico en Deporte, Recreación y Preparación Física;"T&eacute;cnico en Deporte, Recreaci&oacute;n y Preparaci&oacute;n F&iacute;sica";Tecnico en Deporte, Recreacion y Preparacion Fisica;
85;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";150;Técnico en Dibujo Arquitectónico;"T&eacute;cnico en Dibujo Arquitect&oacute;nico";Tecnico en Dibujo Arquitectonico;
86;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";151;Técnico en Dibujo Técnico e Industrial;"T&eacute;cnico en Dibujo T&eacute;cnico e Industrial";Tecnico en Dibujo Tecnico e Industrial;
87;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";152;Técnico en Diseño de áreas Verdes y Paisajismo;"T&eacute;cnico en Dise&ntilde;o de &aacute;reas Verdes y Paisajismo";Tecnico en Diseño de areas Verdes y Paisajismo;
88;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";155;Técnico en Electricidad y Electricidad Industrial;"T&eacute;cnico en Electricidad y Electricidad Industrial";Tecnico en Electricidad y Electricidad Industrial;
89;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";157;Técnico en Electrónica y Electrónica Industrial;"T&eacute;cnico en Electr&oacute;nica y Electr&oacute;nica Industrial";Tecnico en Electronica y Electronica Industrial;
90;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
91;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";159;Técnico en Farmacia;"T&eacute;cnico en Farmacia";Tecnico en Farmacia;
92;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";161;Técnico en Gastronomía y Cocina;"T&eacute;cnico en Gastronom&iacute;a y Cocina";Tecnico en Gastronomia y Cocina;
93;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";164;Técnico en Gestión y Control de Calidad;"T&eacute;cnico en Gesti&oacute;n y Control de Calidad";Tecnico en Gestion y Control de Calidad;
94;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";165;Técnico en Instrumentación, Automatización y Control Industrial;"T&eacute;cnico en Instrumentaci&oacute;n, Automatizaci&oacute;n y Control Industrial";Tecnico en Instrumentacion, Automatizacion y Control Industrial;
95;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";166;Técnico en Laboratorio Clínico;"T&eacute;cnico en Laboratorio Cl&iacute;nico";Tecnico en Laboratorio Clinico;
96;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";167;Técnico en Logística;"T&eacute;cnico en Log&iacute;stica";Tecnico en Logistica;
97;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";168;Técnico en Mantenimiento Industrial;"T&eacute;cnico en Mantenimiento Industrial";Tecnico en Mantenimiento Industrial;
98;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";171;Técnico en Mecánica Automotriz;"T&eacute;cnico en Mec&aacute;nica Automotriz";Tecnico en Mecanica Automotriz;
99;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";172;Técnico en Mecánica Industrial;"T&eacute;cnico en Mec&aacute;nica Industrial";Tecnico en Mecanica Industrial;
100;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";173;Técnico en Minería y Metalurgia;"T&eacute;cnico en Miner&iacute;a y Metalurgia";Tecnico en Mineria y Metalurgia;
101;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
102;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";178;Técnico en Procesos Industriales;"T&eacute;cnico en Procesos Industriales";Tecnico en Procesos Industriales;
103;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";180;Técnico en Producción Gráfica y Multimedia;"T&eacute;cnico en Producci&oacute;n Gr&aacute;fica y Multimedia";Tecnico en Produccion Grafica y Multimedia;
104;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";183;Técnico en Química (Análisis e Industrial);"T&eacute;cnico en Qu&iacute;mica (An&aacute;lisis e Industrial)";Tecnico en Quimica (Analisis e Industrial);
105;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";185;Técnico en Refrigeración y Climatización;"T&eacute;cnico en Refrigeraci&oacute;n y Climatizaci&oacute;n";Tecnico en Refrigeracion y Climatizacion;
106;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";190;Técnico en Telecomunicaciones;"T&eacute;cnico en Telecomunicaciones";Tecnico en Telecomunicaciones;
107;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";192;Técnico en Topografía;"T&eacute;cnico en Topograf&iacute;a";Tecnico en Topografia;
108;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";194;Técnico en Turismo y Hotelería;"T&eacute;cnico en Turismo y Hoteler&iacute;a";Tecnico en Turismo y Hoteleria;
109;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";195;Técnico en Vitivinicultura y/o Enología;"T&eacute;cnico en Vitivinicultura y/o Enolog&iacute;a";Tecnico en Vitivinicultura y/o Enologia;
110;229;Centro de Formación Técnica INACAP;"Centro de Formaci&oacute;n T&eacute;cnica INACAP";196;Técnico Jurídico;"T&eacute;cnico Jur&iacute;dico";Tecnico Juridico;
111;230;Centro de Formación Técnica Instituto Central de Capacitación Educacional ICCE;"Centro de Formaci&oacute;n T&eacute;cnica Instituto Central de Capacitaci&oacute;n Educacional ICCE";126;Técnico Asistente del Educador de Párvulos;"T&eacute;cnico Asistente del Educador de P&aacute;rvulos";Tecnico Asistente del Educador de Parvulos;
112;230;Centro de Formación Técnica Instituto Central de Capacitación Educacional ICCE;"Centro de Formaci&oacute;n T&eacute;cnica Instituto Central de Capacitaci&oacute;n Educacional ICCE";130;Técnico en Administración de Empresas;"T&eacute;cnico en Administraci&oacute;n de Empresas";Tecnico en Administracion de Empresas;
113;230;Centro de Formación Técnica Instituto Central de Capacitación Educacional ICCE;"Centro de Formaci&oacute;n T&eacute;cnica Instituto Central de Capacitaci&oacute;n Educacional ICCE";158;Técnico en Enfermería;"T&eacute;cnico en Enfermer&iacute;a";Tecnico en Enfermeria;
114;230;Centro de Formación Técnica Instituto Central de Capacitación Educacional ICCE;"Centro de Formaci&oacute;n T&eacute;cnica Instituto Central de Capacitaci&oacute;n Educacional ICCE";173;Técnico en Minería y Metalurgia;"T&eacute;cnico en Miner&iacute;a y Metalurgia";Tecnico en Mineria y Metalurgia;
115;230;Centro de Formación Técnica Instituto Central de Capacitación Educacional ICCE;"Centro de Formaci&oacute;n T&eacute;cnica Instituto Central de Capacitaci&oacute;n Educacional ICCE";177;Técnico en Prevención de Riesgos;"T&eacute;cnico en Prevenci&oacute;n de Riesgos";Tecnico en Prevencion de Riesgos;
116;231;Centro de Formación Técnica Instituto de Secretariado INSEC;"Centro de Formaci&oacute;n T&eacute;cnica Instituto de Secretariado INSEC";120;"Secretariado Biling&uuml;e";"Secretariado Biling&uuml;e";"Secretariado Biling&uuml;e";
117;231;Centro de Formación Técnica Instituto de Secretariado INSEC;"Centro de Formaci&oacute;n T&eacute;cnica Instituto de Secretariado INSEC";122;Secretariado Ejecutivo;Secretariado Ejecutivo;Secretariado Ejecutivo;
